PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
125273279001002,270,1597,397,238,41,45,12,542
124815167001002,215,1410,511,113,40,111,13,1732
125007295001002,263,913,377,163,40,41,67,1334
125358527001002,182,1211,280,211,28,43,12,496
124633279001002,153,2114,663,233,31,81,70,940
124314815001002,25,1989,604,238,18,95,42,568
124284799001002,351,1085,737,238,9,75,12,248
124445887001002,323,1452,725,162,31,26,12,1978
124409279001002,25,2284,281,238,45,102,12,1246
124375551001002,35,1666,300,201,51,119,12,1086
124706751001002,215,933,725,211,12,60,8,1693
124284607001002,251,2284,742,163,30,84,12,354
124280447001002,269,210,745,163,50,118,77,1134
124776319001002,25,675,513,211,32,23,12,119
125033535001002,378,427,745,17,36,89,12,1225
125284543001002,347,1776,102,7,51,50,10,1369
124948863001002,131,286,742,211,12,113,79,1246
125046463001002,470,1493,283,202,26,91,12,1086
125223935001002,436,403,578,221,31,81,12,566
125166719001002,88,1110,728,188,12,22,12,2031
125185471001002,343,1476,723,163,51,119,14,1399
124989311001002,233,834,674,203,31,40,23,1855
125205951001002,165,2183,424,50,6,20,18,255
125089215001002,29,777,642,238,0,119,12,1739
125259839001002,254,2284,281,73,2,52,12,554
124979775001002,401,1110,565,237,12,63,12,1772
125350143001002,131,2284,318,13,40,91,70,955
125322943001002,295,675,733,56,33,84,12,119
125332351001002,81,356,275,211,6,114,50,1036
125392895001002,448,1211,398,211,42,84,12,1246
125435583001002,188,2183,410,51,17,89,12,2008
125294655001002,378,1970,748,96,19,31,12,493
125377663001002,334,246,625,4,43,95,12,951
124573567001002,237,1110,733,211,12,101,12,1772
124599743001002,188,1528,412,211,38,125,30,1246
124800191001002,131,2284,733,25,40,91,55,551
124801087001002,309,1783,621,124,40,91,50,2016
124319103001002,86,1224,40,4,21,120,31,1361
124328127001002,182,677,291,50,25,114,67,2074
124361151001002,25,2114,581,20,51,36,67,940
124396159001002,312,961,684,45,50,118,24,681
124691583001002,182,2114,654,10,24,119,67,940
124274303001002,447,1218,737,61,31,82,80,291
124677311001002,123,1822,581,157,51,18,62,1858
124498175001002,245,2068,398,122,38,12,6,1014
124478783001002,444,799,684,226,10,28,58,857
124373887001002,446,1921,453,212,51,119,72,1542
124453695001002,56,2284,741,95,31,81,63,238
124545791001002,254,2284,737,230,2,43,23,1016
124411263001002,25,813,39,89,26,119,80,1622
124697791001002,189,194,118,133,39,28,38,452
124259199001002,330,209,572,97,19,58,56,533
124433663001002,188,978,581,27,10,81,67,1045
124541887001002,250,671,258,119,3,49,40,2076
124488639001002,25,2114,583,92,51,50,67,940
124347199001002,267,870,114,211,11,81,34,1701
124474175001002,380,1921,453,23,51,125,38,463
124622207001002,254,208,42,135,30,42,63,1439
124424575001002,123,2106,737,187,16,113,44,125
124562431001002,367,1882,106,118,19,67,29,475
124285439001002,250,1156,399,234,6,124,22,222
124691903001002,157,2114,581,211,40,61,67,940
124400895001002,378,266,645,133,23,119,67,350
124459327001002,93,262,577,238,36,57,72,1868
124336319001002,283,2106,736,214,29,3,80,286
124536895001002,233,1431,251,92,50,27,25,684
124635327001002,399,685,296,195,40,91,40,885
124340415001002,295,2262,409,234,51,32,80,1281
124722687001002,160,188,116,45,12,41,25,1309
124648447001002,25,2284,742,15,29,20,12,554
124669759001002,88,1110,737,177,12,120,12,552
124639167001002,254,1845,307,33,34,20,29,1810
124483775001002,1,2273,118,132,17,58,79,452
124433855001002,89,573,257,50,31,81,62,1610
124690111001002,182,671,263,50,25,45,15,1792
124664959001002,88,1317,742,111,12,100,12,1134
124503359001002,88,1794,680,50,38,73,11,1610
124741439001002,289,328,276,33,31,59,41,789
124504895001002,249,1082,281,3,31,11,32,1953
124545279001002,254,1020,291,31,31,120,64,392
124823167001002,210,209,498,119,6,20,34,1615
124679295001002,131,974,684,155,51,87,1,692
124814399001002,85,1241,442,127,21,60,8,394
124636351001002,233,1247,0,54,7,111,66,398
124694399001002,303,209,291,120,31,81,67,1061
124836863001002,328,406,647,90,21,66,26,528
124833151001002,289,485,604,214,51,98,27,1536
124805759001002,439,2114,607,211,13,37,67,940
124827775001002,254,2284,281,238,2,18,79,955
124889279001002,250,2068,409,113,51,55,66,1906
124879807001002,189,194,118,6,19,9,38,99
124965695001002,188,2114,578,60,14,81,67,940
125033279001002,378,2258,291,233,49,38,11,952
124963455001002,188,2063,9,71,7,8,80,1481
124995007001002,118,2284,309,95,31,81,30,1981
124981247001002,229,1173,453,132,28,38,4,156
125253567001002,36,194,117,85,31,81,7,1105
124992895001002,210,978,581,50,10,30,67,1045
125268671001002,282,905,684,226,16,73,40,666
125200383001002,371,2114,581,211,11,121,67,940
125206975001002,189,428,265,83,1,118,25,684
125065023001002,391,228,573,211,14,119,12,1134
125088511001002,188,2114,584,50,21,81,50,940
125091391001002,189,2286,453,184,39,95,38,455
125102271001002,233,1921,442,192,6,13,68,1791
124867519001002,109,2101,336,211,11,24,2,1740
125023359001002,135,266,684,79,51,117,40,1847
124977023001002,409,1526,674,189,12,38,32,748
125236927001002,233,1989,604,238,32,51,32,405
125009343001002,282,673,684,226,42,119,58,1599
125048127001002,470,1163,685,129,51,52,45,662
125137663001002,25,1156,411,66,26,20,17,1014
125289343001002,432,685,291,120,19,58,14,553
125395391001002,280,1802,763,10,51,119,78,522
125009599001002,282,809,745,34,25,119,32,1357
125230655001002,233,1561,393,238,51,80,27,1613
125244671001002,427,1452,736,234,43,2,80,1512
125226815001002,233,933,740,119,2,3,66,1205
125398079001002,349,1939,263,24,51,119,36,1712
125089983001002,189,1900,264,38,41,45,43,1926
125387775001002,353,2114,584,50,51,9,67,940
125402111001002,134,1088,2,223,31,81,5,2037
125379647001002,250,1452,736,234,9,33,20,1512
125367167001002,8,1807,746,238,4,81,12,824
124253311001002,66,1956,39,11,14,42,22,1179
124253567001002,69,1971,296,49,19,52,56,1586
124256575001002,88,2284,736,239,8,38,38,1981
124253823001002,76,1110,736,234,6,52,13,1281
124289471001002,254,2284,737,77,45,42,55,1654
124283775001002,233,1528,473,151,16,20,66,1665
124276287001002,266,905,684,156,40,45,40,666
124249727001002,25,813,9,113,38,29,4,1622
124282687001002,233,1146,647,61,31,74,57,1122
124255679001002,148,1211,399,190,10,36,7,1342
124300543001002,313,2010,399,66,3,100,34,1745
124289343001002,26,2284,737,45,14,42,24,23
124291199001002,254,419,748,163,36,20,24,764
124284671001002,403,480,572,226,36,91,40,682
124270143001002,189,2284,737,45,20,105,55,1219
124271295001002,189,281,453,152,8,62,8,1236
124285055001002,250,978,654,170,9,30,27,1007
124317695001002,69,1971,746,63,21,62,41,1586
124321791001002,459,252,690,109,19,58,16,533
124356799001002,473,1085,736,127,7,49,81,175
124345791001002,244,904,54,134,51,119,65,797
124350271001002,293,1522,442,170,7,26,8,1230
124320575001002,94,1320,748,195,31,81,81,824
124319039001002,86,1224,40,59,23,62,29,391
124341759001002,254,310,291,87,15,88,34,1834
124323583001002,165,1221,432,227,49,119,32,713
124355903001002,470,965,578,189,16,119,12,1134
124319295001002,382,1211,397,211,33,50,12,1082
124342591001002,254,1142,518,101,12,93,47,1680
124346175001002,289,936,393,101,52,119,80,1281
124371647001002,455,591,281,109,34,118,78,533
124384191001002,200,1317,761,164,12,38,12,1134
124384063001002,215,1061,264,50,44,20,81,1645
124392959001002,289,936,300,238,8,81,41,552
124393151001002,289,791,281,124,6,117,33,984
124392895001002,289,1146,654,211,51,97,30,1122
124379967001002,188,1211,302,227,33,105,70,911
124363967001002,35,1672,283,50,6,20,39,2105
124368895001002,88,201,684,168,8,95,68,1026
124472255001002,368,547,737,115,46,38,12,2059
124433215001002,188,1201,291,50,31,43,28,1790
124483071001002,19,1096,280,11,51,119,37,104
124444543001002,379,1036,684,240,31,18,40,960
124471935001002,238,1776,40,203,7,26,29,240
124416127001002,79,937,646,47,51,11,42,122
124480831001002,470,543,503,124,51,102,74,1627
124452223001002,250,978,259,174,9,30,16,1045
124451071001002,250,378,274,193,41,42,40,931
124482303001002,470,839,300,238,51,121,23,955
124452415001002,77,2143,411,214,6,15,6,1547
124455103001002,254,677,291,186,25,81,67,2074
124444671001002,233,1211,399,211,48,23,12,1612
124469695001002,269,1457,319,136,42,119,11,1385
124557247001002,247,1567,684,69,44,26,78,522
124558463001002,328,406,281,90,45,21,78,528
124511551001002,131,1383,684,124,33,124,48,1587
124556927001002,313,1033,373,154,42,20,50,581
124552255001002,285,1545,576,164,37,58,12,1388
124514047001002,131,2284,442,163,40,2,63,955
124498303001002,34,2284,318,50,38,32,25,67
124528319001002,189,2114,607,100,51,119,52,940
124498623001002,88,1211,398,215,31,81,57,368
124526015001002,189,2284,737,130,5,119,55,888
124523583001002,188,10,214,214,10,119,23,779
124506495001002,94,2185,291,23,4,26,49,1166
124545471001002,254,2284,737,137,31,47,22,1654
124532351001002,424,1398,291,36,40,91,40,679
124486207001002,21,2068,745,14,38,13,63,1984
124540735001002,445,137,733,209,2,3,32,1804
124502911001002,88,1528,424,50,38,90,50,255
124546495001002,138,1845,309,52,31,81,29,1810
124546431001002,254,1845,310,70,49,23,29,1810
124543551001002,254,428,158,31,7,17,42,684
124549247001002,251,677,291,176,51,119,67,2074
124552767001002,421,2183,373,154,23,20,34,1665
124543935001002,202,506,684,124,6,46,72,1587
124523135001002,182,2114,581,36,51,119,66,940
124497279001002,432,2256,578,144,7,26,32,747
124493439001002,66,2154,39,204,35,16,11,1930
124515263001002,75,2284,458,238,41,119,32,2043
124550015001002,282,765,642,134,40,102,17,1670
124488319001002,25,1156,399,158,6,20,70,321
124492607001002,388,1359,118,137,31,81,31,100
124722815001002,244,194,122,35,3,89,38,1445
124737663001002,315,1982,684,45,45,12,25,705
124746431001002,315,759,745,119,1,62,78,522
124772671001002,432,2114,581,211,13,38,67,940
124674623001002,103,1801,114,55,19,58,11,1183
124700991001002,189,85,725,211,30,91,74,1201
124632959001002,369,2063,9,124,15,116,80,1481
124575743001002,131,506,684,27,2,23,72,1043
124579967001002,188,1528,424,115,6,10,12,255
124722047001002,410,2284,737,132,10,3,38,238
124589311001002,260,1913,11,214,12,38,33,1402
124699967001002,409,2114,581,64,51,119,67,940
124638015001002,254,313,118,137,27,38,54,387
124736191001002,192,2114,674,50,51,119,57,940
124608383001002,188,978,607,211,31,122,54,1124
124718847001002,250,1085,725,7,6,116,12,2056
124743743001002,30,558,577,156,43,95,25,709
124611839001002,250,198,101,211,36,87,12,2052
124663423001002,406,372,521,187,18,62,31,1938
124589887001002,102,978,654,214,12,38,50,1007
124731391001002,254,1010,654,163,17,102,71,367
124679423001002,131,903,291,124,11,123,73,1996
124743295001002,289,1900,285,31,41,10,25,1926
124767871001002,470,1557,291,20,51,116,14,417
124723007001002,254,506,684,24,47,38,72,282
124634367001002,234,1213,399,156,31,81,36,1612
124584191001002,445,1218,725,64,6,20,12,2092
124748543001002,446,418,277,138,51,119,40,1389
124718719001002,371,286,409,50,9,30,42,1205
124584575001002,368,1317,134,2,30,38,12,1134
124769535001002,470,1036,684,226,30,39,40,960
124593343001002,378,1457,310,217,2,3,30,1385
124592127001002,368,1828,291,112,37,119,73,1996
124649599001002,384,246,627,50,39,119,12,951
124772095001002,90,2114,608,50,12,19,67,940
124662847001002,298,269,283,124,39,91,72,809
124596031001002,470,506,684,124,1,91,7,282
124699199001002,14,194,122,147,51,119,62,1649
124694143001002,188,2114,581,50,31,114,19,940
124727359001002,254,342,291,58,52,19,23,257
124737279001002,282,551,572,183,3,95,73,1670
124597759001002,233,1493,412,235,12,5,64,749
124733119001002,20,275,117,195,6,20,45,697
124627583001002,282,372,102,4,35,119,80,1650
124736255001002,282,677,291,50,6,34,58,2074
124792831001002,94,1110,281,211,6,82,65,1772
124793471001002,97,785,300,60,21,51,78,533
124829183001002,274,2120,625,109,45,2,78,1932
124829247001002,402,2120,745,109,0,119,78,1932
124826431001002,222,3,305,171,12,38,47,1680
124824575001002,61,506,684,214,6,20,52,1043
124849727001002,172,1096,280,205,6,20,37,104
124815615001002,215,1364,332,50,1,81,30,1641
124786047001002,96,574,377,211,51,120,12,955
124785215001002,288,2284,736,45,43,28,30,67
124825663001002,254,2284,741,45,52,68,25,67
124829759001002,128,2028,572,226,40,99,40,1010
124825855001002,379,2284,737,57,12,38,55,1654
124815423001002,122,2028,572,226,40,91,47,1010
124807039001002,188,738,733,166,45,81,72,121
124867007001002,97,591,573,30,9,102,78,533
124855871001002,25,1073,434,90,5,54,80,1613
124910207001002,183,693,684,113,25,84,12,951
124903679001002,378,848,646,163,48,104,30,122
124860159001002,200,748,341,210,51,28,32,1553
124872191001002,131,771,310,199,34,38,27,1539
124903103001002,121,1267,118,80,31,81,2,866
124903039001002,378,978,690,39,6,20,28,68
124894079001002,282,2008,296,155,25,124,40,1604
124901183001002,354,616,442,195,0,119,12,1086
124877951001002,188,833,389,230,38,114,32,874
124873855001002,144,425,737,231,50,107,1,1891
124878783001002,188,1475,631,178,3,81,7,865
125021183001002,124,1903,633,166,10,62,78,522
124929279001002,79,2235,728,47,26,119,32,330
124950783001002,135,1517,684,77,27,20,71,225
124977855001002,215,1317,513,163,45,38,26,1134
125016831001002,289,332,535,50,3,28,54,1947
124992063001002,250,1025,591,102,51,119,7,1010
124999999001002,254,221,737,89,36,3,55,1654
125010495001002,282,1482,424,227,51,10,64,1742
124987775001002,233,1935,291,116,37,81,40,2041
125045567001002,470,691,310,214,3,20,36,1277
124915455001002,105,1088,1,122,43,42,23,1346
124959231001002,182,833,542,195,4,91,12,483
125000255001002,254,847,264,35,38,80,28,1424
125049855001002,473,1921,453,144,7,122,41,1722
124959167001002,182,978,654,122,17,119,22,1859
125018111001002,238,558,518,45,43,95,21,709
124991487001002,242,1085,725,211,34,20,12,2092
124953919001002,144,498,511,145,3,28,72,1133
125001471001002,254,1850,310,142,3,30,11,1385
125000575001002,366,1427,122,31,50,118,9,714
124918143001002,25,675,728,211,26,119,27,487
124963071001002,188,978,607,131,31,57,53,1045
124985151001002,233,1085,725,82,31,33,12,2092
124996223001002,254,506,684,214,12,10,36,1043
124994943001002,254,2284,736,39,38,89,50,1981
125110015001002,274,2265,283,109,4,119,60,1932
125118143001002,359,2158,280,111,12,38,56,969
125119231001002,391,1122,264,164,14,42,67,96
125060863001002,76,1110,737,128,39,104,80,1281
125069503001002,88,485,663,24,51,125,12,2051
125067967001002,356,1397,108,163,24,89,32,151
125119871001002,368,1828,291,214,25,8,73,1996
125100543001002,233,177,277,199,10,26,52,1127
125104895001002,250,1156,411,66,12,111,62,1014
125072447001002,94,1201,291,152,11,81,35,1790
125056255001002,25,1085,725,24,6,20,66,49
125080895001002,131,2284,458,238,25,31,12,955
125069247001002,88,862,684,64,20,89,32,1205
125107583001002,254,844,447,87,7,43,61,660
125087743001002,140,1859,291,185,38,86,69,1839
125079743001002,131,1221,433,2,20,119,32,713
125099519001002,229,1128,453,166,6,117,38,460
125077631001002,131,501,736,193,34,108,44,269
125106367001002,363,506,684,124,12,38,69,1587
125115519001002,315,204,631,230,13,119,4,522
125105535001002,250,428,265,199,26,118,50,1960
125057471001002,365,93,97,45,9,20,25,2029
125102719001002,233,574,447,211,38,51,61,955
125103231001002,143,2143,409,151,6,107,6,1547
125152575001002,264,1601,523,31,14,42,58,1711
125163519001002,204,2284,736,93,43,28,43,1981
125240447001002,371,2132,593,136,6,104,40,1010
125167679001002,88,428,191,9,12,105,25,684
125226751001002,442,2284,742,163,2,3,62,491
125255039001002,254,2154,39,215,37,81,11,645
125199487001002,244,1211,399,214,33,123,35,1347
125203327001002,415,1231,264,50,37,38,67,245
125139071001002,25,675,275,211,30,119,43,1953
125181439001002,131,506,684,124,12,88,14,282
125137471001002,25,2284,281,238,8,20,0,955
125297791001002,397,718,684,227,35,38,41,316
125253631001002,254,2133,305,120,31,11,77,424
125268735001002,282,823,604,226,51,122,20,1312
125181247001002,131,996,291,85,6,55,72,417
125162175001002,88,339,725,211,27,108,18,847
125275327001002,289,2221,432,9,34,81,12,544
125248767001002,254,194,118,182,21,98,33,1469
125232959001002,233,1955,278,118,37,43,78,423
125218943001002,203,450,442,91,7,26,17,1230
125317247001002,111,1085,736,163,52,126,42,345
125248959001002,254,1366,264,104,6,87,79,1302
125280831001002,286,1699,745,124,51,28,47,1347
125272063001002,289,1213,415,66,6,1,70,344
125248639001002,415,506,684,124,2,3,42,1587
125293183001002,378,1988,3,98,48,42,2,393
125167935001002,88,1202,332,50,26,58,79,973
125137727001002,25,2108,393,127,6,20,30,31
125181695001002,425,506,684,124,41,119,72,1587
125208639001002,320,342,291,93,6,82,23,257
125214079001002,189,1921,442,27,7,26,27,506
125223615001002,215,988,736,30,6,20,24,1134
125342207001002,268,1295,446,109,24,62,78,533
124973631001002,191,286,291,128,30,20,73,426
125331263001002,19,2293,513,238,26,54,32,1205
125329727001002,76,1110,515,163,45,32,12,483
125349503001002,131,1397,111,124,35,91,41,1388
125336831001002,88,313,118,173,29,84,23,387
125398655001002,359,1390,725,43,40,60,12,2092
125434751001002,327,978,607,228,12,38,67,1045
125323839001002,25,232,593,212,41,84,34,691
125228159001002,233,1211,410,141,33,84,52,1612
125368383001002,103,1921,453,132,28,38,38,465
125362175001002,238,194,122,31,35,119,36,103
125460351001002,166,1795,684,8,40,14,40,957
125452927001002,282,2249,380,50,49,95,74,921
125358015001002,385,978,607,131,51,119,15,1045
125335679001002,88,1921,453,157,15,43,32,1542
125382527001002,254,2284,729,31,37,4,51,1802
125382271001002,254,128,492,121,12,28,65,752
125338111001002,322,893,684,204,6,20,67,1773
125357311001002,182,2114,608,50,45,4,67,940
125365375001002,189,2114,584,50,41,100,67,940
124298942001002,289,1211,397,211,2,43,12,274
124319294001002,210,1211,398,211,33,84,17,1082
124843774001002,411,1619,316,82,6,20,54,1148
124952638001002,472,729,275,211,12,38,52,507
124372990001002,123,547,737,231,24,58,12,2059
124448446001002,233,2192,291,238,44,33,12,1603
124487934001002,25,488,593,50,49,94,12,1876
125107134001002,254,1282,291,163,34,38,35,2022
124420734001002,278,978,647,211,51,119,70,1124
125162494001002,88,1211,397,168,37,119,12,1082
125154174001002,458,361,312,163,26,38,12,483
124660350001002,79,1717,654,225,31,96,4,1826
124572734001002,232,1005,405,10,45,38,12,1582
124415742001002,398,1110,424,211,35,38,12,2031
124709758001002,232,1005,283,240,12,92,12,1582
124681598001002,131,1499,737,113,29,119,9,2036
124985150001002,459,1085,725,211,31,16,12,847
124472254001002,461,1141,737,222,12,38,12,2059
124935294001002,88,2284,322,85,51,32,12,491
124985086001002,233,978,607,50,9,33,76,1124
125299134001002,411,286,291,227,6,17,60,490
125095550001002,194,1290,583,139,31,81,39,1298
125294910001002,378,85,725,211,30,123,12,1201
125126782001002,454,1316,300,43,16,81,12,1476
124631614001002,203,1486,453,93,12,121,49,453
125059518001002,295,2202,118,70,7,83,1,1290
124780286001002,52,2230,653,163,15,109,12,2073
124930750001002,81,1214,408,211,15,119,17,2011
124281342001002,233,574,745,139,4,89,12,955
124292350001002,254,2194,737,29,31,50,12,1084
124380094001002,288,833,733,50,38,89,3,1772
124705598001002,195,450,442,87,7,26,66,1391
124500158001002,36,1110,725,88,31,81,55,2031
124514558001002,131,833,432,200,30,91,12,2031
124785982001002,264,1110,424,211,48,89,12,1772
124918142001002,25,675,728,211,22,41,12,119
124854334001002,25,501,737,238,51,96,33,248
124800190001002,131,965,283,238,20,84,28,1134
124776318001002,25,675,300,115,28,84,12,119
124875582001002,182,1542,281,163,51,6,28,961
125053822001002,21,383,283,144,35,89,12,1450
125046462001002,470,1493,419,160,24,91,12,1086
125185150001002,131,1082,745,163,41,11,16,119
124935678001002,130,2183,404,163,5,119,12,364
124984638001002,17,1621,656,125,31,40,12,2052
125062078001002,439,85,725,211,34,89,12,1201
125235710001002,233,574,747,70,15,119,12,955
125345342001002,123,1916,291,239,18,48,6,2022
125435710001002,188,495,300,27,38,89,15,487
125205950001002,188,1482,424,59,34,20,12,255
124660222001002,79,232,725,211,32,84,33,1246
124662142001002,81,180,736,53,23,26,80,175
124280894001002,233,1822,581,55,39,116,12,961
124819326001002,233,210,457,238,43,64,70,1134
124736638001002,252,965,281,238,10,91,12,1134
125146174001002,46,2231,684,45,35,34,25,725
125391358001002,77,11,434,237,6,1,12,1772
124298494001002,289,1644,511,60,33,84,1,984
124292478001002,222,2284,283,16,2,3,12,519
124357182001002,248,2114,607,50,39,38,67,940
124307454001002,411,286,291,120,40,91,76,1996
124283134001002,233,1705,573,79,43,95,14,1220
124411262001002,25,813,9,69,51,87,80,1622
124411006001002,25,506,684,124,51,73,1,1043
124279742001002,233,2114,663,58,19,58,79,940
124294270001002,274,252,360,109,12,58,54,1932
124285566001002,250,1085,737,200,9,94,80,49
124455038001002,254,217,684,45,50,73,46,693
124465022001002,279,1968,262,124,40,28,46,1687
124529726001002,258,1921,442,229,35,84,68,580
124487870001002,25,675,503,83,33,105,32,1953
124488638001002,25,2114,608,50,3,119,23,940
124558334001002,34,406,748,40,12,38,5,528
124532542001002,215,812,285,49,31,53,67,700
124589566001002,188,2114,581,21,12,38,11,940
124421182001002,94,2114,578,43,12,38,10,940
124441790001002,215,1110,235,191,29,20,12,1772
124267710001002,287,1448,97,214,51,23,6,716
124577662001002,254,194,118,132,26,84,54,1606
124346174001002,289,936,300,93,34,119,80,1281
124359678001002,25,410,627,211,52,119,54,1659
124545278001002,254,1020,291,150,17,20,25,392
124666302001002,452,301,115,93,43,65,38,181
124482622001002,39,1935,291,73,51,119,73,1724
124483070001002,112,1096,738,104,6,20,0,104
124667838001002,88,2022,633,76,45,38,34,762
124501374001002,88,500,122,6,19,46,23,1748
124493374001002,208,1502,39,11,14,42,11,739
124573694001002,302,852,393,124,2,122,80,1613
124719230001002,250,647,745,203,51,94,40,1040
124691710001002,161,1198,282,238,40,91,47,1388
124821246001002,233,2183,742,53,6,20,15,1665
124815678001002,84,2114,581,50,31,93,67,940
124780350001002,52,2276,99,50,16,119,81,1531
124809278001002,189,500,118,11,49,83,38,452
124787070001002,222,1323,433,50,51,54,8,1665
124766590001002,460,439,393,211,1,31,32,1799
125007678001002,263,279,264,79,17,38,25,1015
124892734001002,101,1088,1,87,17,42,48,1381
125095870001002,199,937,114,211,31,61,15,122
124977598001002,461,1424,337,50,40,91,41,940
124968446001002,189,732,577,60,12,38,46,1727
125116350001002,328,406,176,90,21,56,75,528
125091390001002,459,2286,453,81,43,95,38,455
125107710001002,275,1921,307,232,6,24,8,1238
124998206001002,254,219,442,189,12,49,64,127
125174974001002,97,170,575,4,32,39,78,533
124969278001002,189,1515,680,140,7,56,45,694
125172798001002,94,1921,453,159,7,21,32,1542
125004926001002,254,419,748,146,12,33,32,764
125001662001002,254,1038,41,15,31,6,11,597
125252862001002,254,275,117,199,8,23,47,1313
125286078001002,279,1182,642,84,6,20,72,2058
125147518001002,46,174,75,26,24,38,38,1494
125115454001002,24,1903,552,166,21,62,17,522
125396478001002,328,406,644,7,21,62,75,528
125095806001002,207,486,572,143,52,100,78,530
125179838001002,123,2106,736,178,31,26,31,345
125281982001002,238,406,684,69,21,62,5,528
125315006001002,470,686,283,132,1,119,40,679
125395390001002,83,1802,642,84,13,119,78,522
125406526001002,424,2294,684,125,51,112,25,2067
125299070001002,60,1851,507,214,5,26,44,1677
125504830001002,114,277,655,108,31,81,16,579
125323838001002,25,232,106,61,39,13,34,691
125379518001002,168,1452,736,126,9,30,44,1780
125390398001002,285,1221,432,237,45,22,32,713
124259582001002,319,1801,144,160,32,58,78,1183
124275454001002,220,57,453,132,12,36,38,456
124254782001002,81,817,631,199,8,118,56,1423
124295294001002,282,200,635,134,8,119,39,606
124307326001002,403,1966,510,90,13,38,12,1565
124270398001002,153,1873,118,144,51,119,74,1606
124267582001002,188,753,116,135,51,2,73,1767
124321790001002,408,591,281,109,19,74,78,533
124318334001002,81,925,424,117,29,118,28,303
124326014001002,131,1449,305,128,40,91,48,2102
124356798001002,169,1085,736,127,16,26,80,1512
124364862001002,66,297,39,135,1,24,11,212
124371646001002,166,2223,745,109,44,118,78,533
124368062001002,88,342,398,123,12,125,35,1790
124366078001002,81,490,737,234,12,52,62,1512
124385406001002,233,794,684,50,1,22,67,1108
124360382001002,365,675,748,211,51,63,32,1953
124444222001002,233,813,9,137,31,11,81,1622
124456382001002,254,459,101,199,12,102,61,859
124460030001002,344,228,571,60,31,81,12,1134
124454462001002,254,342,291,93,34,19,24,257
124443262001002,229,374,453,138,31,81,13,453
124456830001002,11,1085,737,234,31,26,15,1950
124433726001002,188,1161,188,50,31,87,11,115
124451070001002,250,1746,291,43,51,119,70,1604
124431998001002,68,222,410,24,40,91,12,2008
124416382001002,79,1717,654,211,36,66,40,1122
124465086001002,303,2191,412,27,43,95,34,344
124465662001002,289,740,277,6,51,119,77,1408
124507966001002,97,785,576,4,19,39,78,533
124508030001002,156,591,663,130,19,58,78,533
124554814001002,472,361,281,211,37,37,12,1772
124500286001002,88,2284,346,67,43,90,55,7
124498302001002,88,2284,736,3,38,102,25,67
124498174001002,88,2068,393,82,38,7,6,1014
124502910001002,88,2183,424,50,28,89,7,255
124514046001002,0,1410,429,163,40,91,26,1134
124553790001002,289,2245,434,51,51,81,56,1865
124552766001002,289,1482,319,168,6,86,34,1665
124534910001002,215,1110,283,201,40,91,74,1772
124500030001002,399,2185,291,50,51,54,79,1166
124536830001002,233,771,257,119,15,20,60,1539
124533822001002,215,1110,748,43,14,81,12,552
124528318001002,189,2114,608,176,51,119,74,940
124505406001002,88,978,631,35,39,58,12,1194
124486014001002,402,2228,681,50,38,89,21,610
124498110001002,88,2068,410,27,48,89,6,1014
124551678001002,37,1545,552,38,31,45,72,890
124546430001002,254,1845,309,70,49,66,29,1810
