PanjivaRecordID,ConsigneePanjivaID,HSCode,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
9236159001001,574,103,221,7,596
9236223001001,520,68,482,9,158
9236287001001,1669,116,426,3,81
9236479001001,634,104,70,6,19
9236607001001,1057,473,482,3,113
9236863001001,1182,101,482,8,19
9236991001001,1516,99,482,10,624
9237183001001,693,138,482,7,808
9237375001001,834,116,164,3,584
9237439001001,1792,206,160,8,975
9237567001001,1699,226,30,3,986
9237631001001,308,236,349,9,519
9237887001001,276,392,160,8,689
9238015001001,1069,216,485,2,3
9238079001001,1454,247,368,0,748
9238207001001,1337,216,160,10,749
9238399001001,1018,216,357,11,326
9238591001001,1719,216,346,2,340
9239231001001,1037,306,634,2,410
9239295001001,1639,216,357,9,0
9239551001001,1692,216,444,8,77
9239615001001,1619,216,31,8,516
9239743001001,356,248,212,8,446
9240127001001,719,81,357,2,410
9240255001001,308,232,131,2,519
9240447001001,1789,331,172,5,285
9240575001001,357,124,357,0,492
9240639001001,245,16,233,3,41
9240895001001,202,341,164,10,804
9240959001001,234,468,357,0,492
9241215001001,245,68,357,3,41
9241343001001,1387,104,239,6,120
9241599001001,934,52,221,11,441
9241727001001,466,99,250,6,74
9241855001001,520,104,383,2,158
9242431001001,878,101,19,9,19
9242623001001,878,104,561,2,19
9242687001001,878,482,19,3,19
9242879001001,878,101,21,6,19
9241983001001,466,283,337,5,103
9242047001001,474,80,352,3,507
9242175001001,878,311,21,2,19
9242943001001,520,100,482,7,158
9243903001001,330,216,357,6,483
9243967001001,1385,386,256,2,979
9244031001001,303,328,18,2,496
9244095001001,84,216,357,5,61
9244351001001,1753,216,317,9,796
9244479001001,248,230,357,10,486
9244543001001,1473,216,90,8,246
9244735001001,1479,39,357,2,806
9244799001001,1150,98,84,2,488
9244863001001,1381,49,417,8,971
9245055001001,1339,216,160,4,472
9245119001001,60,216,66,8,380
9245183001001,312,216,357,9,327
9245247001001,229,216,184,1,857
9245311001001,254,216,357,4,134
9245439001001,263,216,357,0,227
9245631001001,220,216,357,7,1012
9245695001001,220,216,214,8,1012
9245759001001,1512,216,631,2,287
9245823001001,875,460,357,2,854
9245951001001,1454,223,104,8,748
9246143001001,1479,87,357,8,405
9246207001001,307,216,198,8,664
9246335001001,1432,216,82,8,516
9246399001001,258,248,362,2,619
9246655001001,1136,4,357,8,468
9246847001001,1374,218,505,8,299
9246911001001,246,493,103,5,103
9246975001001,174,50,395,8,516
9247167001001,1404,218,357,0,461
9247295001001,1619,218,357,10,299
9247359001001,282,180,372,2,398
9247743001001,247,445,463,2,539
9247871001001,208,9,537,0,219
9248895001001,1361,335,186,5,492
9248191001001,175,445,100,7,938
9248511001001,273,123,165,9,103
9248767001001,1800,445,271,3,539
9249599001001,1793,445,7,5,552
9249727001001,215,248,316,3,497
9250559001001,1178,216,173,5,630
9250303001001,330,216,357,7,485
9250431001001,1479,70,393,8,380
9250623001001,209,216,212,8,714
9251199001001,1382,123,30,8,124
9251391001001,1125,433,357,8,935
9251007001001,13,1,570,8,124
9251135001001,1073,216,445,2,966
9251263001001,317,216,357,9,80
9252543001001,1255,242,403,2,824
9252671001001,1323,216,357,5,660
9252031001001,303,166,160,2,496
9252095001001,74,216,357,1,80
9252223001001,1699,248,30,7,986
9252415001001,1117,399,160,2,8
9253695001001,489,100,305,2,19
9253247001001,1233,135,605,11,231
9253311001001,1399,101,9,2,19
9253375001001,925,445,438,5,18
9253887001001,925,445,203,8,482
9254143001001,783,445,187,5,938
9254463001001,877,19,218,5,19
9254015001001,201,84,357,8,299
9254399001001,877,321,218,2,19
9254527001001,1163,13,218,5,44
9254783001001,1111,100,218,4,596
9255359001001,1111,494,218,6,596
9255807001001,1111,102,439,5,596
9255039001001,967,410,218,3,772
9255935001001,1626,202,528,5,970
9256063001001,877,104,218,11,19
9256703001001,1278,216,199,1,235
9256831001001,1766,240,363,4,371
9255999001001,877,34,218,2,19
9256319001001,127,178,444,2,986
9256767001001,1577,216,269,10,216
9256895001001,1814,178,199,2,979
9257279001001,560,170,354,2,610
9257599001001,1766,225,240,4,371
9257023001001,380,439,354,7,961
9257087001001,127,246,355,2,986
9257151001001,1653,216,164,2,191
9258047001001,337,216,357,1,77
9258559001001,832,216,439,6,80
9258879001001,682,216,456,9,496
9259135001001,1039,228,20,11,247
9259199001001,85,12,112,8,986
9259711001001,544,77,116,3,596
9259775001001,550,61,116,3,41
9259839001001,1441,79,342,2,47
9259007001001,22,368,218,5,17
9259455001001,982,417,590,3,923
9259903001001,1441,17,433,2,686
9260095001001,1715,351,536,5,807
9260671001001,704,391,325,2,411
9260287001001,1448,36,116,7,529
9260351001001,1399,104,136,10,19
9260607001001,1715,112,497,2,807
9261055001001,1441,79,432,6,211
9261503001001,989,273,432,2,19
9261695001001,966,24,475,5,41
9261311001001,1399,101,135,11,19
9261823001001,448,397,650,3,497
9261887001001,477,461,600,3,539
9261951001001,1367,341,652,11,231
9262015001001,1690,174,531,5,970
9262719001001,494,281,432,7,25
9262207001001,1399,100,490,2,19
9262335001001,489,387,135,2,19
9262463001001,1399,272,135,2,19
9262655001001,539,180,200,2,371
9262847001001,1591,126,116,8,840
9263615001001,51,140,116,0,17
9262911001001,989,306,116,2,19
9263103001001,168,20,116,2,371
9263487001001,943,108,116,5,152
9263871001001,578,216,16,3,80
9264383001001,77,177,1,2,85
9264575001001,1591,365,116,4,840
9264767001001,480,151,373,0,547
9265599001001,470,101,300,11,893
9265727001001,897,102,300,10,62
9265535001001,724,136,62,3,970
9265215001001,1399,486,142,2,19
9265279001001,127,335,355,2,986
9265663001001,531,105,627,3,584
9265919001001,544,105,116,1,596
9266047001001,442,101,300,1,158
9266367001001,442,101,19,8,158
9266239001001,510,79,288,3,772
9266559001001,788,136,300,1,970
9266751001001,1234,101,226,3,19
9267583001001,545,105,296,3,596
9267647001001,293,494,300,9,40
9267839001001,680,16,107,2,543
9267199001001,464,28,53,3,926
9267263001001,442,105,24,8,158
9267519001001,1019,293,300,3,81
9268159001001,918,92,184,3,108
9268479001001,442,100,300,9,158
9268671001001,989,102,364,2,19
9269503001001,1610,159,116,10,689
9269631001001,1234,140,143,2,19
9269823001001,463,140,226,2,725
9269887001001,896,382,300,8,986
9270719001001,711,448,224,0,41
9270015001001,468,486,538,3,19
9270079001001,537,32,300,2,927
9270207001001,537,240,300,9,927
9270463001001,1740,37,640,8,135
9270591001001,1615,280,492,2,607
9271103001001,569,29,300,2,696
9271167001001,609,215,395,3,107
9271295001001,539,215,466,2,371
9271871001001,633,215,147,2,696
9271999001001,977,191,343,5,107
9272063001001,977,215,425,5,107
9272127001001,977,189,356,9,107
9272255001001,696,215,112,7,696
9272447001001,234,286,357,11,28
9272639001001,190,280,487,5,25
9272703001001,257,201,160,9,97
9272767001001,234,285,357,11,28
9272831001001,1733,272,482,6,325
9273087001001,1465,457,482,6,107
9273151001001,616,195,327,6,696
9273343001001,1465,192,482,7,107
9273791001001,524,361,236,5,263
9274047001001,222,418,357,5,988
9274239001001,1047,216,308,8,455
9274303001001,920,141,300,4,17
9274367001001,1047,216,308,1,692
9274431001001,1047,216,484,2,270
9274495001001,1597,216,453,2,469
9274559001001,961,149,308,2,854
9274623001001,939,216,308,3,235
9274687001001,954,216,308,7,771
9274751001001,795,140,163,3,412
9274943001001,87,147,468,2,418
9275007001001,1047,216,52,2,340
9276095001001,1603,5,422,8,689
9276159001001,135,216,26,0,191
9276287001001,26,347,283,3,25
9276351001001,1076,240,537,5,927
9276479001001,1681,490,536,3,262
9276927001001,69,216,604,5,410
9277119001001,1416,216,22,2,456
9277695001001,1489,4,26,4,501
9277887001001,1815,311,523,5,543
9278207001001,860,105,162,5,596
9278335001001,1507,110,50,2,853
9278463001001,1507,21,50,6,853
9278527001001,762,439,369,6,922
9278783001001,462,431,425,5,157
9279039001001,595,246,617,6,484
9279231001001,433,403,427,2,943
9279295001001,1520,227,482,9,209
9279487001001,612,16,65,6,41
9279551001001,1182,121,531,6,19
9279743001001,837,137,543,10,69
9279807001001,1184,174,482,8,970
9280895001001,315,14,357,8,947
9281471001001,593,46,433,2,501
9282239001001,539,213,134,11,371
9282687001001,1275,272,85,5,17
9282175001001,322,266,152,0,136
9282815001001,1507,168,50,3,853
9282943001001,1507,37,334,2,853
9283071001001,927,110,221,2,398
9243455001001,354,216,99,2,216
9243647001001,319,216,102,7,253
9243775001001,76,93,357,2,80
9243839001001,212,216,248,2,463
9270398001001,896,292,300,8,678
9207422001001,6,323,523,5,997
9211902001001,93,293,26,11,501
9213118001001,1417,234,218,7,486
9241022001001,215,172,394,5,497
9249854001001,1069,216,580,8,950
9207870001001,645,286,113,1,805
9207678001001,287,188,247,1,44
9207166001001,524,179,236,0,263
9208766001001,884,376,144,2,151
9209278001001,1087,320,2,0,151
9209726001001,1153,495,16,2,865
9209854001001,421,154,300,2,151
9210622001001,100,102,57,2,19
9210878001001,131,234,468,11,486
9211006001001,460,351,644,10,383
9211326001001,950,102,536,10,19
9211390001001,513,192,283,3,40
9211518001001,490,234,520,10,141
9211710001001,1489,303,103,2,501
9211966001001,1489,160,422,0,501
9212478001001,372,445,604,1,552
9213182001001,276,394,160,8,689
9213310001001,854,261,611,2,486
9213630001001,1764,80,520,2,909
9213758001001,424,245,644,8,516
9214590001001,1558,56,520,5,25
9214654001001,147,169,520,2,80
9214718001001,1713,380,520,2,432
9214846001001,507,143,468,3,917
9214910001001,1713,493,567,2,432
9215294001001,1713,242,438,2,432
9215614001001,416,157,520,2,678
9215678001001,524,143,44,5,263
9243070001001,715,101,447,5,893
9215934001001,1686,223,302,2,858
9215998001001,920,374,300,3,17
9216062001001,537,233,300,6,927
9216382001001,144,178,546,0,19
9216894001001,899,89,48,3,24
9217150001001,998,398,523,2,19
9217598001001,440,104,523,11,19
9217790001001,998,101,523,9,19
9217918001001,940,4,311,1,283
9217982001001,545,101,120,3,596
9218174001001,293,105,300,0,40
9219070001001,1805,8,300,3,203
9219134001001,144,336,546,2,19
9219390001001,144,104,18,2,19
9219518001001,144,100,219,5,19
9220030001001,435,476,74,3,917
9220094001001,912,413,543,2,687
9220542001001,614,209,482,2,811
9220734001001,922,413,531,2,418
9220862001001,974,216,505,1,862
9221438001001,974,407,531,2,2
9221630001001,1503,239,566,5,619
9221694001001,64,216,577,2,60
9222014001001,917,10,81,5,17
9222078001001,389,254,556,5,158
9222142001001,1730,140,616,10,17
9222590001001,502,216,375,0,239
9222846001001,538,301,369,8,246
9222910001001,1726,21,3,5,543
9224126001001,103,121,85,11,150
9224254001001,928,102,520,9,19
9224830001001,1507,21,166,8,853
9224894001001,1507,301,50,0,853
9225022001001,128,182,95,11,136
9225086001001,128,115,95,9,136
9226110001001,1500,114,482,4,371
9226494001001,929,240,482,7,768
9226942001001,929,250,444,6,620
9227006001001,681,449,650,6,849
9227070001001,793,360,221,8,328
9227838001001,1682,141,344,5,17
9227710001001,1248,242,0,2,486
9228030001001,376,47,542,3,961
9228094001001,1713,225,522,11,432
9228414001001,376,415,110,3,961
9229566001001,860,103,546,10,596
9230078001001,1402,410,357,3,163
9230590001001,1034,100,139,2,196
9231550001001,144,102,487,5,19
9231934001001,319,216,588,8,239
9231998001001,248,227,187,8,486
9232254001001,1479,216,357,6,393
9232382001001,1519,413,160,8,239
9232702001001,476,143,482,7,961
9232830001001,520,162,221,3,158
9233150001001,36,440,482,3,122
9233470001001,1170,140,482,9,156
9233598001001,1376,173,175,2,464
9233790001001,614,12,482,2,811
9243198001001,172,79,133,2,903
9234366001001,1698,36,562,5,956
9234878001001,520,30,482,3,158
9235582001001,142,183,221,2,686
9235774001001,590,79,482,4,211
9235838001001,1572,137,482,0,319
9236158001001,1669,102,263,6,81
9236222001001,520,77,482,7,158
9236414001001,667,35,482,1,588
9236670001001,574,102,221,8,596
9237054001001,1170,137,482,10,156
9237758001001,1792,216,357,3,857
9237886001001,276,35,160,8,689
9238078001001,1454,233,343,8,748
9239294001001,743,228,543,2,559
9239614001001,1432,216,168,2,410
9239678001001,1069,392,357,8,516
9239806001001,1479,249,393,8,467
9239998001001,308,91,349,2,519
9240062001001,1446,436,128,6,957
9240702001001,1699,370,630,8,986
9240894001001,181,308,247,5,793
9241470001001,1528,14,544,6,529
9242814001001,715,132,329,2,893
9244094001001,300,216,357,6,167
9244606001001,318,216,83,8,210
9244734001001,1479,370,357,2,372
9244798001001,1479,216,357,9,488
9244862001001,1339,216,310,8,380
9245054001001,285,240,170,5,80
9245182001001,1150,459,84,2,327
9245310001001,317,216,356,2,854
9245438001001,729,239,125,8,365
9245502001001,1121,216,363,2,8
9245566001001,1150,216,480,2,313
9245950001001,1454,231,125,8,748
9246142001001,875,216,186,2,749
9246334001001,1339,216,179,2,780
9246398001001,258,471,554,2,619
9246462001001,297,270,357,8,167
9247230001001,1016,125,632,7,75
9247422001001,1390,251,312,2,414
9247806001001,245,21,441,3,41
9248766001001,1800,445,100,0,539
9247998001001,1438,331,357,10,28
9248126001001,228,218,357,0,461
9248446001001,245,16,357,9,41
9248830001001,1351,448,605,11,231
9248894001001,981,218,357,9,461
9249022001001,1734,14,395,11,379
9249150001001,366,309,357,8,461
9249598001001,205,24,556,6,26
9249790001001,245,92,357,0,41
9250558001001,216,339,57,2,0
9250878001001,195,69,122,5,110
9249982001001,235,402,446,2,281
9250302001001,1473,216,315,2,991
9251710001001,201,216,149,5,966
9251070001001,1088,377,357,8,352
9251198001001,1353,25,357,8,925
9251518001001,216,216,57,4,925
9251774001001,57,216,224,2,418
9251838001001,228,103,357,8,359
9252862001001,1399,102,136,6,19
9251902001001,1382,216,441,2,682
9252094001001,1389,380,357,2,455
9252350001001,290,252,520,2,7
9253886001001,925,445,203,9,790
9253630001001,1053,180,23,2,398
9254910001001,1103,274,218,2,656
9255294001001,877,102,218,9,19
9255550001001,1458,34,601,0,41
9255678001001,877,309,218,5,19
9255486001001,266,445,360,5,938
9256062001001,1445,185,357,5,412
9256126001001,877,301,109,2,19
9256190001001,10,281,273,0,25
9256318001001,19,271,273,5,17
9256382001001,669,216,540,2,298
9256510001001,602,216,600,4,235
9256830001001,67,216,425,8,216
9257086001001,127,231,355,5,986
9256958001001,1486,67,278,2,303
9257342001001,528,159,187,2,262
9257406001001,1399,178,611,2,19
9257854001001,1479,328,357,2,908
9258174001001,85,332,218,8,986
9258430001001,1039,223,20,1,247
9258942001001,85,259,190,8,986
9259134001001,1039,233,20,0,247
9259710001001,544,101,402,3,596
9259070001001,1039,210,501,8,626
9259198001001,85,260,112,8,986
9259518001001,552,155,116,5,44
9259774001001,989,102,432,9,19
9260350001001,888,261,454,2,839
9261694001001,966,196,273,5,41
9262142001001,703,318,321,5,94
9262398001001,471,65,620,5,217
9262462001001,1399,64,135,11,19
9263486001001,523,216,116,7,210
9263806001001,1262,410,116,7,333
9262910001001,1054,159,116,9,343
9263870001001,1770,216,636,2,60
9264574001001,1591,417,149,8,840
9264254001001,578,216,243,1,255
9265406001001,545,100,300,4,596
9265086001001,0,405,479,5,157
9265150001001,1411,225,283,7,619
9265918001001,412,28,352,3,921
9266238001001,1234,386,519,2,19
9266302001001,468,99,300,4,59
9266814001001,544,79,35,3,596
9267198001001,464,16,212,3,926
9267262001001,442,390,300,8,158
9267390001001,647,105,28,1,596
9267774001001,1234,111,519,10,19
9268094001001,610,106,300,0,120
9268222001001,610,104,604,3,120
9268350001001,479,271,489,3,577
9268670001001,879,115,432,9,38
9268862001001,377,141,116,10,917
9269246001001,1700,354,300,0,328
9269054001001,1700,356,191,3,328
9269118001001,1506,216,89,2,12
9269502001001,1610,267,518,8,689
9269566001001,679,429,21,2,157
9270014001001,1234,486,301,9,19
9270462001001,1627,467,50,1,607
9271614001001,977,195,356,7,107
9272382001001,760,158,357,2,696
9272830001001,1733,214,357,6,325
9273278001001,1465,214,239,6,107
9273598001001,1465,189,609,6,107
9273726001001,1267,204,630,5,107
9273854001001,1736,213,145,2,696
9274238001001,1817,413,523,3,917
9274302001001,920,140,167,5,17
9274558001001,763,216,103,10,60
9274622001001,554,216,308,10,857
9274750001001,1530,216,311,0,900
9275518001001,938,282,536,4,25
9276222001001,856,412,422,5,17
9276734001001,948,358,43,2,610
9276926001001,66,216,640,2,410
9277246001001,99,39,71,2,235
9277310001001,1627,49,541,0,607
9277886001001,1815,21,625,5,543
9278398001001,1430,25,357,0,982
9278462001001,1507,301,539,2,853
9279038001001,595,326,482,6,484
9279614001001,542,478,221,6,809
9279742001001,373,461,542,2,211
9280190001001,878,100,370,3,19
9281022001001,1103,79,218,7,47
9281982001001,1144,331,170,2,618
9282814001001,1507,165,50,4,853
9282046001001,46,143,15,3,629
9282302001001,633,209,174,2,696
9282558001001,1208,178,37,8,168
9282622001001,1280,44,201,2,425
9282942001001,1507,29,50,0,853
9283070001001,927,430,585,2,398
9243326001001,197,439,452,0,701
9209851001001,421,121,258,3,151
9207355001001,1434,199,640,5,41
9207163001001,507,479,520,3,917
9210043001001,1785,136,373,11,543
9210811001001,1000,79,444,2,47
9211515001001,856,332,422,8,17
9211579001001,1090,120,490,2,398
9211643001001,1489,463,422,7,501
9212283001001,665,136,88,5,319
9212795001001,662,351,630,5,291
9213051001001,1054,265,397,8,343
9213307001001,854,263,253,2,486
9213499001001,600,216,369,7,29
9214075001001,561,216,162,11,299
9214267001001,933,216,369,11,979
9214331001001,69,320,604,8,966
9214651001001,147,383,135,2,80
9214715001001,1713,1,520,2,432
9214843001001,507,468,520,4,917
9214203001001,1003,248,345,9,986
9214907001001,131,221,520,7,486
9214971001001,131,241,475,11,486
9215291001001,1713,270,520,2,432
9215867001001,584,428,523,2,385
9216059001001,537,242,242,3,927
9216123001001,478,468,546,2,831
9216379001001,144,486,546,10,19
9216507001001,1152,360,300,2,247
9216763001001,545,494,300,4,596
9217083001001,998,83,523,2,19
9217723001001,440,104,524,9,19
9217787001001,940,4,227,2,468
9217979001001,828,14,300,8,1011
9218619001001,497,417,309,5,476
9218875001001,144,281,546,2,19
9219003001001,718,79,603,2,930
9219323001001,470,101,227,3,893
9219515001001,144,323,546,5,19
9220219001001,791,429,100,3,157
9220539001001,614,229,482,9,811
9220859001001,2,141,131,3,917
9220987001001,854,248,546,4,486
9221627001001,1503,400,566,8,619
9222203001001,1773,286,263,2,579
9222779001001,933,216,454,8,61
9223355001001,860,102,546,0,596
9223867001001,515,4,604,3,741
9224763001001,502,218,573,8,299
9224827001001,1507,130,50,8,853
9225019001001,540,445,72,8,476
9225723001001,1476,79,521,7,561
9243131001001,1188,129,221,9,809
9225915001001,910,226,130,2,986
9226107001001,1182,178,342,2,19
9226171001001,53,225,620,6,627
9226299001001,486,142,529,3,917
9226363001001,486,26,221,3,917
9226683001001,565,383,482,6,78
9226875001001,520,223,482,1,506
9226939001001,929,224,464,6,768
9227067001001,793,356,221,2,328
9227451001001,1182,140,482,7,19
9227771001001,131,308,520,11,486
9227707001001,1248,243,141,0,486
9228091001001,1713,228,455,2,432
9228219001001,994,256,280,5,25
9228347001001,870,283,181,5,70
9228411001001,1504,167,542,1,947
9228603001001,1083,164,82,2,213
9228923001001,1799,131,159,3,46
9229051001001,694,6,125,5,161
9229755001001,1589,161,640,5,26
9230587001001,1182,136,482,11,19
9230651001001,834,103,221,9,584
9230715001001,1182,205,482,9,194
9231355001001,917,137,81,0,17
9231547001001,107,101,304,2,739
9231739001001,1479,216,357,6,925
9232571001001,1699,150,49,8,986
9232891001001,1501,46,615,2,469
9233275001001,749,154,21,2,398
9233403001001,562,239,619,2,432
9233659001001,929,159,482,7,620
9233787001001,614,225,482,1,811
9234555001001,1504,136,325,2,947
9234619001001,1509,219,482,2,211
9234811001001,520,136,482,10,427
9234875001001,520,17,482,3,158
9235387001001,508,158,482,6,185
9235515001001,641,205,482,2,229
9235835001001,520,258,482,6,158
9236027001001,1529,136,638,6,240
9236219001001,520,122,482,0,158
9236283001001,1669,102,221,1,81
9236411001001,520,121,482,9,158
9237435001001,1150,216,143,8,342
9237499001001,848,108,357,8,635
9237627001001,1473,103,357,8,210
9237819001001,1040,362,409,8,442
9237883001001,303,412,258,2,496
9237947001001,1639,282,357,2,857
9238011001001,220,216,256,2,907
9238139001001,348,216,357,3,877
9238267001001,228,216,325,2,749
9238395001001,366,441,357,2,3
9239035001001,1492,216,357,10,77
9239355001001,276,223,558,8,689
9239611001001,299,216,331,8,700
9239739001001,334,259,357,2,410
9239995001001,308,237,349,1,519
9241211001001,266,445,406,0,149
9241467001001,1528,27,482,1,529
9241595001001,934,55,221,2,441
9241851001001,520,165,482,2,158
9244027001001,369,374,357,2,326
9244283001001,1388,216,335,2,863
9244475001001,248,281,357,8,486
9244923001001,968,216,355,8,399
9245115001001,42,32,357,8,899
9245179001001,1150,216,244,2,324
9245307001001,303,216,415,3,496
9245371001001,335,11,314,8,899
9245435001001,1018,216,458,8,124
9245563001001,312,216,15,2,313
9245883001001,348,216,250,8,15
9246331001001,1377,216,191,11,29
9246459001001,317,155,357,8,935
9246587001001,209,216,147,8,664
9246651001001,1136,148,357,2,468
9247163001001,875,329,357,8,461
9247291001001,214,16,357,8,299
9247739001001,1401,293,357,4,283
9247931001001,1322,85,357,8,352
9248187001001,266,445,491,5,578
9248251001001,266,445,39,3,482
9248379001001,84,218,14,8,966
9248571001001,223,24,358,11,26
9248827001001,1351,64,605,11,231
9249275001001,175,487,412,5,552
9249787001001,823,425,357,5,419
9249083001001,176,0,401,5,189
9249211001001,1820,445,555,1,980
9249595001001,741,22,510,2,171
9250363001001,1639,216,401,2,29
9250619001001,1270,216,276,8,246
9250171001001,74,391,357,8,854
9250555001001,1125,216,203,2,29
9250811001001,306,409,357,2,3
9251067001001,319,216,294,8,352
9251579001001,303,219,121,2,496
9251195001001,111,216,440,8,77
9251323001001,353,33,441,2,80
9251707001001,358,216,261,2,455
9252539001001,366,216,357,4,966
9252731001001,298,216,357,0,874
9253243001001,1145,341,148,11,186
9253755001001,794,351,634,5,291
9253883001001,1119,155,231,11,80
9254843001001,1502,104,639,2,893
9254971001001,1436,318,112,10,533
9255355001001,1111,105,237,5,596
9256955001001,1486,215,278,2,199
9257211001001,0,429,479,8,157
9257915001001,1381,216,225,2,456
9258043001001,317,132,357,8,299
9258555001001,1417,222,218,1,486
9259003001001,1462,229,218,11,811
9259771001001,1226,97,116,0,45
9260283001001,989,104,116,10,19
9260731001001,498,104,207,3,83
9260859001001,592,446,352,2,409
9261563001001,668,79,650,2,213
9261243001001,1399,101,136,9,19
9261691001001,966,16,273,1,41
9261755001001,477,31,600,3,980
9262459001001,1399,485,135,2,19
9262715001001,393,361,113,2,725
9262843001001,1591,227,473,8,840
9262971001001,1481,216,442,2,261
9263547001001,868,143,432,0,263
9263803001001,930,216,654,2,255
9264635001001,523,216,51,2,261
9263995001001,1663,226,116,9,464
9264763001001,703,397,86,5,94
9265659001001,531,116,300,0,584
