PanjivaRecordID,Carrier,ConsigneePanjivaID,GoodsShipped,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
257647001002,22,988,26,66,319,50,84
257711001002,21,1200,11,41,95,20,4
257903001002,15,874,18,157,72,28,141
257967001002,10,701,18,233,172,42,198
258351001002,4,1605,85,203,320,50,626
258415001002,7,129,126,142,210,35,52
259887001002,10,941,31,113,48,11,79
260079001002,8,47,20,35,252,20,564
260143001002,4,47,20,240,56,20,189
260207001002,23,265,44,48,278,25,525
260271001002,23,729,20,316,59,20,484
261103001002,5,616,34,217,108,20,97
261167001002,2,773,34,199,114,20,524
261423001002,23,326,57,265,257,31,246
261551001002,22,1093,42,157,165,1,296
261807001002,13,815,20,81,175,33,445
261935001002,19,1144,114,265,275,42,413
261999001002,23,329,57,157,84,30,88
262063001002,4,732,114,265,352,20,99
262127001002,23,325,57,80,325,11,481
263151001002,12,133,26,301,19,32,441
263279001002,4,1443,20,295,293,20,148
263343001002,6,1216,34,109,31,20,524
263471001002,4,488,20,36,38,27,250
263535001002,17,1223,20,144,6,20,427
263663001002,15,1159,20,109,123,20,189
263791001002,0,1499,44,12,99,20,631
264623001002,13,582,20,63,221,24,409
264815001002,19,539,26,289,174,50,84
265199001002,12,263,81,225,293,21,225
265263001002,10,288,34,104,114,62,321
265327001002,18,125,26,27,110,50,232
265455001002,21,209,110,191,285,52,324
265519001002,21,1579,83,191,96,47,300
265583001002,8,93,20,15,30,20,56
265647001002,21,1519,20,212,30,59,35
266223001002,20,499,20,319,132,16,424
257162001002,7,681,47,77,157,20,651
257482001002,14,1342,34,109,37,32,143
259274001002,13,910,20,296,291,19,514
259466001002,15,1249,126,315,120,10,308
259530001002,15,906,20,282,38,20,124
259658001002,23,95,46,15,353,40,557
259722001002,25,1238,82,15,142,50,531
260938001002,23,834,20,281,284,20,154
261002001002,23,1072,114,269,256,20,99
261898001002,24,307,115,36,243,20,35
262794001002,14,1290,34,24,1,28,524
262922001002,14,1198,34,24,168,18,156
263946001002,15,395,20,142,146,19,620
264010001002,6,1300,20,236,211,20,323
264138001002,4,1107,28,212,336,5,485
264266001002,6,395,20,211,148,33,314
264330001002,15,857,20,303,243,40,615
264522001002,21,605,28,261,10,10,642
266378001002,6,607,20,263,303,25,60
257802001002,20,314,44,80,125,21,114
257994001002,25,1106,34,141,346,40,143
258058001002,7,418,82,259,211,35,468
258122001002,23,1167,42,66,248,50,579
258250001002,23,439,58,103,125,25,93
258506001002,1,441,20,145,184,5,167
258634001002,21,643,34,109,114,15,53
258762001002,8,988,26,328,349,25,84
258890001002,15,1355,34,109,4,41,362
258954001002,4,345,34,212,257,2,244
259082001002,1,513,20,328,112,2,615
259146001002,13,486,11,179,207,13,282
260554001002,5,524,84,170,178,37,35
262282001002,13,871,20,129,241,20,105
262346001002,17,1477,110,5,62,35,198
262538001002,13,1448,26,281,290,63,84
263882001002,6,505,21,261,272,12,643
264074001002,19,1014,20,195,63,39,305
264714001002,10,1437,44,231,148,20,160
264906001002,8,1477,110,5,141,35,192
264970001002,13,657,20,305,329,53,363
265674001002,25,1114,34,263,114,38,200
265802001002,21,100,44,81,293,20,553
266122001002,17,1378,20,158,191,20,238
266186001002,15,1554,20,225,108,53,363
266570001002,17,1378,20,124,185,58,329
266634001002,17,1378,20,240,295,61,64
266762001002,20,1554,20,16,108,4,414
259018001002,22,1106,100,140,338,33,573
257226001002,7,321,16,167,285,31,220
257418001002,8,47,20,240,34,47,250
257866001002,7,847,20,267,150,20,503
259338001002,20,314,20,272,178,20,496
259786001002,23,846,18,96,118,10,32
260042001002,8,47,20,276,77,36,397
260106001002,11,837,44,265,321,20,525
260234001002,10,1395,50,212,259,50,195
260426001002,10,1421,81,173,128,49,65
261066001002,14,1355,34,253,212,41,362
261130001002,12,1577,34,24,204,20,200
261386001002,9,325,57,265,288,6,492
261514001002,10,568,26,12,250,25,84
261578001002,5,40,18,264,16,20,170
261642001002,23,1351,81,318,137,20,225
261706001002,10,1366,26,197,118,17,84
262026001002,24,325,57,277,288,2,17
262090001002,6,1149,20,265,192,20,353
262154001002,23,329,57,323,8,30,455
262218001002,10,985,20,118,207,60,353
263114001002,11,1290,34,109,36,13,321
263178001002,10,1080,34,109,3,38,47
263242001002,10,668,34,109,295,11,321
263306001002,18,1290,34,109,169,40,321
263498001002,15,1108,31,271,88,20,79
263818001002,10,1186,44,290,97,20,160
264586001002,24,650,31,174,104,20,79
264650001002,13,1494,28,253,141,18,489
264778001002,17,536,20,261,320,20,135
265226001002,10,313,81,250,279,56,306
265354001002,18,1114,34,270,85,20,475
265418001002,6,1017,20,224,96,53,124
265482001002,21,87,123,317,339,20,571
265546001002,21,692,115,274,230,20,390
257467001002,14,1344,34,170,47,13,391
257531001002,14,1015,20,301,58,12,377
257787001002,24,1626,44,301,94,0,36
259259001002,20,585,20,142,148,28,394
259579001002,3,1366,26,216,38,50,84
259707001002,9,1503,42,212,269,50,369
260987001002,15,326,57,277,323,50,246
261883001002,11,1238,82,156,94,37,43
262779001002,14,1257,34,225,176,20,406
262843001002,14,1344,34,83,347,20,200
262907001002,14,1080,34,214,263,20,200
262971001002,12,773,34,240,131,20,406
263035001002,10,1585,110,194,194,20,524
264379001002,15,821,20,151,164,20,323
264443001002,15,999,115,12,0,61,615
266363001002,2,1241,20,263,79,56,443
258171001002,23,1383,126,208,179,20,21
258299001002,5,205,20,308,151,20,318
258491001002,17,235,84,255,202,20,421
258683001002,6,46,28,105,222,20,646
258747001002,21,182,73,71,23,35,307
259131001002,1,1290,34,211,184,13,321
260539001002,17,81,110,294,311,57,101
260603001002,13,1080,34,160,114,20,475
260795001002,6,98,114,58,30,50,413
262267001002,5,926,20,190,200,54,514
262395001002,13,411,110,274,151,35,372
262523001002,13,982,110,113,48,9,101
265787001002,7,1080,34,236,114,48,499
266555001002,4,1378,20,240,129,33,314
266619001002,21,1378,20,194,103,53,414
266683001002,17,1378,20,49,323,33,164
266747001002,17,1378,20,207,127,12,516
257083001002,25,178,20,265,275,38,242
257211001002,15,156,11,265,275,41,4
257275001002,23,329,57,305,41,50,231
257403001002,8,47,20,133,134,33,575
257979001002,5,706,42,261,88,20,145
258427001002,10,239,42,76,94,29,544
259771001002,4,725,0,317,49,50,157
260091001002,8,47,20,204,94,44,110
260219001002,1,708,18,48,209,20,524
260347001002,16,876,26,12,346,50,232
260411001002,22,1348,105,235,278,50,61
261051001002,4,699,42,170,186,50,369
261115001002,14,1106,34,24,139,11,641
261371001002,23,329,57,101,288,48,510
261435001002,4,1411,20,265,179,20,99
261563001002,10,1322,34,261,242,51,143
261627001002,3,287,42,311,301,50,91
261947001002,19,406,42,42,93,50,369
262139001002,23,325,57,293,288,28,41
262203001002,14,308,20,204,44,20,154
263099001002,10,125,26,296,349,10,232
263163001002,6,263,81,282,220,20,225
263291001002,20,254,34,324,345,58,321
263547001002,15,607,20,177,303,21,443
263611001002,10,1618,18,307,38,27,279
264571001002,13,480,20,320,97,9,152
264635001002,2,1107,28,49,50,30,449
264827001002,13,539,26,293,125,14,84
265211001002,12,489,42,328,21,53,93
265275001002,15,70,1,170,178,22,536
265403001002,21,1121,20,24,126,20,514
265531001002,16,220,42,190,222,20,87
257547001002,14,466,34,219,244,56,406
259595001002,10,723,110,250,34,35,279
259659001002,23,442,21,232,94,35,598
261003001002,2,1297,20,265,0,33,383
261899001002,9,273,40,214,202,20,560
262795001002,19,1080,34,24,301,20,156
262923001002,6,288,34,24,114,27,321
263051001002,0,445,42,197,240,36,91
263947001002,12,567,114,180,249,57,572
264011001002,15,395,20,70,148,60,100
264139001002,5,395,20,142,148,21,329
264203001002,20,928,110,188,135,35,192
264267001002,15,780,20,83,165,31,439
264331001002,6,709,20,43,36,1,615
264459001002,3,1436,114,275,9,57,572
264523001002,4,1318,21,124,272,33,112
266443001002,17,1554,20,210,320,33,314
257483001002,5,1080,34,109,124,13,321
258123001002,23,547,34,318,345,13,72
258507001002,3,1560,115,35,221,20,197
258763001002,4,825,20,145,9,16,424
258827001002,13,1000,11,217,286,11,201
259083001002,1,825,20,328,2,40,424
259147001002,5,1107,28,297,50,46,523
262283001002,13,1296,20,152,254,23,265
264715001002,22,178,34,44,275,13,143
264971001002,23,1069,20,245,254,2,363
265035001002,13,539,26,157,276,50,232
265739001002,19,678,82,130,211,41,247
265803001002,16,802,82,202,211,19,241
266187001002,7,1554,20,128,108,20,64
266571001002,2,1378,20,242,103,33,329
266635001002,7,1378,20,240,322,33,239
266699001002,17,1378,115,61,127,13,109
257419001002,8,47,20,306,201,36,330
257867001002,14,821,20,136,45,20,163
257931001002,10,1110,42,111,175,50,91
259339001002,20,1170,20,119,285,20,189
259787001002,23,1618,18,156,237,20,32
259915001002,10,792,26,33,272,38,84
260043001002,8,47,20,209,204,20,250
260235001002,10,575,82,53,49,5,138
261067001002,23,451,21,50,51,38,223
261195001002,11,1599,27,45,171,20,348
261387001002,20,325,57,265,303,50,255
261771001002,13,972,34,309,146,49,156
261835001002,13,921,20,245,44,8,394
262027001002,23,325,57,140,288,5,144
262155001002,23,329,57,277,259,40,538
263115001002,23,1114,34,109,134,63,321
263691001002,15,787,85,12,119,26,118
265291001002,8,175,61,310,328,16,193
265355001002,18,963,34,71,323,20,475
265419001002,4,487,115,212,221,18,35
265547001002,0,1402,115,212,221,60,390
257580001002,19,114,115,212,265,20,355
259500001002,15,1049,20,263,223,59,533
259628001002,5,929,110,263,36,35,129
261036001002,4,19,20,260,285,20,353
262764001002,12,643,34,97,114,20,541
262828001002,14,699,42,94,221,21,369
262892001002,5,1290,34,118,114,20,475
262956001002,2,739,34,109,69,13,72
264044001002,3,571,58,199,209,55,93
264172001002,15,1440,127,10,56,31,652
257260001002,3,949,20,263,303,58,404
258092001002,7,592,46,276,340,20,557
258156001002,9,1283,26,25,24,39,84
258476001002,1,993,34,125,283,25,38
258540001002,22,936,34,289,304,55,39
258604001002,4,1575,20,318,300,20,250
258668001002,20,201,34,328,290,20,648
258796001002,1,1198,34,109,33,32,143
258860001002,0,148,28,35,237,48,367
258924001002,7,781,34,167,283,33,519
259052001002,9,1015,20,328,349,49,377
259116001002,12,825,20,328,225,16,424
260268001002,4,509,20,64,90,20,318
260460001002,9,848,20,124,319,20,152
262700001002,3,209,42,24,297,20,398
264940001002,4,912,20,285,296,8,205
265004001002,13,1035,20,248,247,3,176
265772001002,4,773,34,109,114,36,321
266156001002,5,1554,20,16,108,11,373
266732001002,9,1378,20,176,185,23,414
266796001002,6,1524,20,97,82,33,516
263276001002,18,1216,34,278,114,16,321
257068001002,23,834,114,34,190,57,572
257196001002,20,544,0,141,275,35,307
257388001002,23,524,84,240,31,43,35
257516001002,4,141,126,182,201,50,51
257644001002,5,1105,21,285,198,13,643
257708001002,20,1106,81,269,259,20,55
257836001002,19,818,20,273,303,20,361
257964001002,10,710,42,247,272,6,66
259884001002,10,769,20,186,118,19,167
260012001002,23,47,20,138,346,20,176
260076001002,8,47,20,104,248,40,575
260204001002,2,642,20,240,211,20,318
260396001002,10,1284,20,314,272,43,40
261100001002,14,351,26,105,289,50,84
261164001002,14,643,34,221,176,13,143
261356001002,23,329,57,42,288,57,582
261420001002,15,326,57,265,48,42,465
261484001002,23,1610,44,135,118,4,525
261548001002,10,547,34,157,326,11,72
261868001002,13,1171,20,4,351,60,495
261932001002,2,834,20,267,275,20,154
261996001002,1,329,57,277,288,29,490
262124001002,8,436,114,265,199,56,413
263212001002,5,32,110,170,178,9,611
263788001002,4,1107,31,310,230,20,79
264620001002,13,582,20,86,118,35,100
264748001002,13,1256,20,120,121,19,105
265260001002,10,1114,34,109,262,43,475
265324001002,18,1548,97,127,29,52,11
265388001002,21,204,84,87,96,52,113
265516001002,21,99,115,212,38,29,166
266220001002,20,827,20,113,9,63,95
257056001002,7,434,42,272,224,50,369
257568001002,17,625,20,328,349,27,318
257760001002,22,66,84,92,307,20,400
259488001002,21,637,20,28,9,33,516
259680001002,16,1322,28,261,10,60,547
260960001002,2,325,57,154,288,50,255
262752001002,14,466,34,59,61,30,406
262944001002,14,1203,26,40,76,50,84
264032001002,4,1227,20,247,148,20,265
264352001002,25,955,20,138,247,20,64
264416001002,6,1416,20,12,199,53,363
265056001002,9,1575,20,318,57,59,250
257248001002,25,607,20,270,303,21,323
258144001002,5,1102,34,208,217,51,648
258208001002,14,175,37,140,328,20,213
258464001002,1,1510,20,48,150,50,94
258592001002,1,1438,20,316,151,63,318
258784001002,1,346,20,276,283,8,403
259104001002,4,643,34,109,114,53,321
260256001002,8,606,20,108,61,20,440
260512001002,10,695,26,328,268,0,84
260832001002,11,466,34,170,337,20,406
262368001002,2,478,34,309,230,20,555
262432001002,13,768,18,122,303,35,279
262496001002,13,1241,20,243,303,29,443
262560001002,13,1083,84,244,188,8,400
262624001002,13,633,20,71,11,20,326
264672001002,0,446,114,106,17,57,375
264928001002,13,384,20,135,190,12,394
264992001002,13,721,20,329,318,15,318
266144001002,8,1554,20,143,108,33,337
266400001002,19,505,20,261,272,19,470
266592001002,17,1554,20,244,10,33,467
266720001002,17,1378,20,176,80,11,164
266784001002,4,705,20,113,7,20,209
257184001002,7,1523,126,8,221,19,186
257312001002,23,325,57,265,168,47,542
257376001002,22,64,126,169,290,35,186
257440001002,11,47,20,210,329,36,330
257504001002,18,1237,34,274,114,46,444
257632001002,23,469,20,282,45,8,265
257696001002,22,263,81,282,293,45,225
257888001002,15,1322,28,211,306,5,485
259936001002,3,1176,42,254,209,50,369
260064001002,4,47,20,240,127,54,409
260128001002,6,47,20,240,208,20,110
260192001002,12,47,115,240,127,61,331
261088001002,22,1080,34,29,114,20,475
261152001002,14,98,114,257,300,50,413
261344001002,9,329,57,265,72,50,227
261472001002,23,771,20,111,272,18,318
261664001002,23,132,11,105,193,20,4
261792001002,5,943,110,5,51,35,192
261856001002,6,1420,20,330,179,20,394
263136001002,23,643,34,293,305,13,143
263264001002,22,1080,34,160,114,20,648
263328001002,18,1080,34,121,114,16,519
263520001002,18,607,20,263,225,20,23
263648001002,21,1322,54,261,212,57,392
263712001002,15,760,20,94,93,20,619
263840001002,10,664,81,18,38,23,535
264608001002,13,488,20,37,37,20,250
264800001002,13,1494,28,72,50,40,332
265184001002,22,1290,34,109,114,27,143
265376001002,21,639,20,80,221,33,360
265440001002,21,609,115,267,10,20,146
265504001002,21,770,115,87,203,20,211
265568001002,21,1619,115,191,58,19,124
265632001002,21,1455,115,191,352,0,331
266080001002,4,607,20,263,303,43,439
257478001002,3,961,34,212,305,20,200
257542001002,14,1216,34,133,114,45,321
259462001002,15,1322,18,261,351,6,192
259654001002,23,102,26,232,179,50,84
260998001002,23,653,20,265,202,3,99
261894001002,2,348,60,251,94,50,18
262790001002,20,1115,110,24,114,46,285
262854001002,25,347,26,24,221,37,84
262918001002,14,904,34,81,320,48,200
262982001002,0,717,18,265,89,39,624
264006001002,21,183,20,63,140,20,110
264198001002,15,778,20,126,243,63,361
264262001002,15,1190,20,134,339,46,394
264326001002,15,1014,20,260,4,20,615
264390001002,15,488,20,277,38,50,110
266374001002,4,1229,20,217,303,33,432
266438001002,11,1554,38,304,108,33,127
257798001002,21,822,101,113,280,57,572
258054001002,4,254,34,324,49,20,47
258118001002,23,777,42,261,313,41,579
258182001002,3,66,84,49,94,20,400
258566001002,13,1279,34,153,304,55,475
258694001002,13,1396,115,70,49,20,105
258758001002,2,901,20,280,345,20,318
258886001002,21,441,20,328,349,22,167
258950001002,1,179,57,206,286,50,41
259014001002,22,272,34,289,123,20,475
260486001002,23,1115,34,73,114,54,321
262278001002,21,912,20,285,296,37,503
262342001002,2,1130,34,165,5,20,156
262406001002,13,921,20,245,262,63,64
262470001002,13,480,20,152,188,20,152
262598001002,13,582,20,113,199,9,495
262662001002,13,209,42,170,329,20,398
265030001002,4,1291,81,321,125,13,548
265670001002,25,1080,34,109,131,1,200
265734001002,19,643,34,47,114,28,143
265798001002,7,198,110,109,336,42,253
266118001002,25,1378,20,240,127,37,404
266566001002,4,1378,20,89,127,53,363
258630001002,22,1432,110,326,221,35,603
257350001002,23,446,114,76,77,57,375
257414001002,8,47,115,244,94,9,35
257670001002,18,1355,34,6,114,1,362
257926001002,1,812,44,262,38,20,631
259782001002,23,1351,81,1,204,0,225
260038001002,8,47,20,75,297,28,650
261190001002,14,730,34,24,240,55,475
261382001002,21,325,57,265,288,16,476
261574001002,10,40,18,263,79,60,170
261702001002,6,1238,82,160,24,50,43
261830001002,13,879,110,316,256,45,641
261958001002,10,1009,79,280,275,61,11
262022001002,21,325,57,277,340,50,492
262150001002,24,329,57,103,288,8,582
263110001002,10,263,81,236,274,57,357
263174001002,24,1424,20,291,319,50,94
263238001002,10,1290,34,109,351,60,321
263622001002,10,1522,34,130,303,13,321
263686001002,15,818,20,96,303,49,409
263814001002,10,1242,83,12,238,2,390
263878001002,10,3,18,124,335,28,603
264774001002,13,537,20,113,280,22,131
265414001002,8,770,20,244,221,53,124
265606001002,5,84,7,212,22,50,13
257481001002,22,1172,34,56,221,20,596
257737001002,22,209,37,92,94,28,398
259465001002,2,466,34,219,229,18,406
259657001002,23,1238,82,171,231,50,43
259721001002,23,220,42,196,8,20,87
261001001002,20,1411,114,265,275,26,99
261897001002,19,1432,42,289,94,50,369
262857001002,14,439,58,116,331,20,93
262921001002,8,1290,34,24,114,31,156
263945001002,8,175,54,310,328,20,608
264201001002,24,680,20,147,153,1,512
264265001002,24,395,20,315,148,33,337
266441001002,11,1554,20,16,108,16,205
258249001002,23,64,126,15,100,30,186
258505001002,1,1534,20,234,37,20,373
258569001002,13,1339,20,272,178,8,56
258697001002,20,233,84,92,94,55,113
259081001002,11,1114,34,109,164,20,475
262281001002,13,912,20,285,3,28,95
262409001002,13,1026,20,180,344,20,635
262473001002,5,593,20,99,112,20,176
262601001002,1,536,20,261,249,20,189
263881001002,5,1370,18,3,33,35,198
264713001002,3,178,20,265,154,33,180
265033001002,5,1212,34,217,227,17,344
265737001002,19,678,82,201,301,18,247
265801001002,22,161,44,56,143,20,553
266569001002,4,1554,20,16,108,25,329
259017001002,13,538,47,261,38,31,364
257225001002,0,149,108,261,49,50,54
257289001002,23,329,57,265,77,7,14
258441001002,2,321,16,147,275,50,220
260041001002,6,47,20,75,77,26,440
260105001002,5,360,34,90,222,20,475
260169001002,23,1163,20,33,239,20,40
260297001002,7,688,20,112,314,20,135
261129001002,2,201,34,24,348,33,519
261193001002,20,466,34,299,229,20,406
261449001002,11,1437,44,11,30,20,160
261577001002,10,40,18,279,47,6,170
261705001002,10,805,26,168,243,55,84
261833001002,13,879,110,181,171,35,372
262025001002,23,325,57,277,348,13,476
262153001002,23,329,57,157,288,43,266
263177001002,21,469,20,269,294,20,265
263241001002,10,773,34,114,323,13,321
263305001002,24,773,34,109,114,3,321
263561001002,15,1049,20,129,303,22,152
264777001002,13,582,20,66,118,46,395
265545001002,21,1458,115,212,233,45,390
257106001002,19,1460,99,109,252,20,128
257170001002,7,1251,108,48,234,21,54
257554001002,14,254,34,74,352,14,321
259282001002,21,1022,20,242,252,32,503
259474001002,4,877,20,193,35,20,250
259538001002,15,1436,20,12,133,46,124
259730001002,18,378,110,103,107,43,532
260946001002,8,325,57,277,288,27,482
261010001002,25,498,0,111,199,35,83
262738001002,14,936,34,24,119,44,39
262802001002,14,616,34,24,16,16,143
262866001002,15,236,82,34,23,50,31
262930001002,14,217,42,164,79,20,286
262994001002,6,309,105,295,44,50,61
263058001002,11,1220,18,42,187,35,603
264082001002,8,492,20,65,180,20,615
264146001002,6,1027,20,235,192,53,533
264210001002,14,1014,20,103,70,20,176
264402001002,11,463,20,302,145,20,250
264466001002,1,1468,20,161,169,41,148
